"Link URL","Anchor Text","Page URL","Page Title","Affiliate Tagged","Affiliate Tag Name","ASIN","Product Name","Product Availability"
,"Mobility Products","https://insidefirstaid.com/privacy-policy","Privacy Policy | Inside First Aid",,,,,
,"Prevention","https://insidefirstaid.com/privacy-policy","Privacy Policy | Inside First Aid",,,,,
,"","https://insidefirstaid.com/privacy-policy","Privacy Policy | Inside First Aid",,,,,
,"About Inside First Aid","https://insidefirstaid.com/privacy-policy","Privacy Policy | Inside First Aid",,,,,
,"Scholarship Program","https://insidefirstaid.com/privacy-policy","Privacy Policy | Inside First Aid",,,,,
,"Newsletter","https://insidefirstaid.com/privacy-policy","Privacy Policy | Inside First Aid",,,,,
,"Privacy Policy","https://insidefirstaid.com/privacy-policy","Privacy Policy | Inside First Aid",,,,,
,"Sitemap","https://insidefirstaid.com/privacy-policy","Privacy Policy | Inside First Aid",,,,,
,"insidefirstaid@gmail.com","https://insidefirstaid.com/privacy-policy","Privacy Policy | Inside First Aid",,,,,
,"Facebook","https://insidefirstaid.com/privacy-policy","Privacy Policy | Inside First Aid",,,,,
,"Pinterest","https://insidefirstaid.com/privacy-policy","Privacy Policy | Inside First Aid",,,,,
,"Google+","https://insidefirstaid.com/privacy-policy","Privacy Policy | Inside First Aid",,,,,
,"Instagram","https://insidefirstaid.com/privacy-policy","Privacy Policy | Inside First Aid",,,,,
,"Tumblr","https://insidefirstaid.com/privacy-policy","Privacy Policy | Inside First Aid",,,,,
,"","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"Home","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"Cardiac Arrest","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"Peter Oldani","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"CPR class","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"severe bleeding","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"100 beats per minute (bpm)","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"pocket mask","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"An AED","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"here","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"How to Choose a CPR Dummy for First Aid Training","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"defibrillator","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"Portable automatic external defibrillators","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"each pad","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"Philips Heartstart Home/OnSite Defibrillator","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"What is a Portable Defibrillator and How to Use it","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"cardiac arrest","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"frequently asked questions about AEDs","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"AED shocks the patient","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"this","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"How to choose a CPR manikin or dummy","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"The 4 Best Portable Defibrillators and Which to Buy","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"Cardiac Arrest Alert App","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"Cardiac arrest a automated external defibrillators (AEDs)","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"Not Bad: Passive Leg Raising In Cardiopulmonary Resuscitation-A New Modeling Study","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"Cardiac Arrest","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"<img typeof=""foaf:Image"" class=""image-style-related4"" src=""https://insidefirstaid.com/sites/default/files/styles/related4/public/field/image/philips-portable-automated-external-defibrillator-sudden-cardiac-arrest-aed-cpr.jpg?itok=6fMVfOZs"" width=""206"" height=""115"" alt=""Automated External Portable Defibrillator or AED"" title=""Automated External Portable Defibrillator or AED"" />","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"The 4 Best Portable Defibrillators in 2019","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"<img typeof=""foaf:Image"" class=""image-style-related4"" src=""https://insidefirstaid.com/sites/default/files/styles/related4/public/cpr-dummy-for-sale-for-first-aid-training.jpg?itok=GagD_nwx"" width=""206"" height=""115"" alt=""CPR Dummy for First Aid Training"" />","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"The 5 Best CPR Dummies for CPR Training","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"<img typeof=""foaf:Image"" class=""image-style-related4"" src=""https://insidefirstaid.com/sites/default/files/styles/related4/public/field/image/which-philips-aed-is-best-for-you.jpg?itok=kUWgl01p"" width=""206"" height=""115"" alt=""A Comparison of Philips AEDs"" />","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"Philips AEDs - A Comparison of Philips Defibrillators","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"<img typeof=""foaf:Image"" class=""image-style-related4"" src=""https://insidefirstaid.com/sites/default/files/styles/related4/public/field/image/aed-wall-cabinet-installed-on-an-airport.jpg?itok=Rq9heJX9"" width=""206"" height=""115"" alt=""AED Cabinet in Airport"" />","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"Things to Consider When Storing an AED in a Wall Cabinet","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"<img typeof=""foaf:Image"" class=""image-style-related4"" src=""https://insidefirstaid.com/sites/default/files/styles/related4/public/field/image/cpr-masks-to-help-someone-with-a-sudden-cardiac-arrest.jpg?itok=YdLxYA9M"" width=""206"" height=""115"" alt=""CPR Pocket Masks for a First Aid Kit"" />","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"How to Use a CPR Mask to Perform Cardiopulmonary Resuscitation","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"Bleeding","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"Burns","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"Cardiac Arrest","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"Diagnosis","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"First Aid Kit","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"First Responder Equipment","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"Long Term Wound Care","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"Mobility Products","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"Prevention","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"<img typeof=""foaf:Image"" class=""image-style-related-medium"" src=""https://insidefirstaid.com/sites/default/files/styles/related-medium/public/field/image/philips-portable-automated-external-defibrillator-sudden-cardiac-arrest-aed-cpr.jpg?itok=thVKQlc1"" width=""120"" height=""80"" alt=""Automated External Portable Defibrillator or AED"" title=""Automated External Portable Defibrillator or AED"" />","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"The 4 Best Portable Defibrillators in 2019","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"<img typeof=""foaf:Image"" class=""image-style-related-medium"" src=""https://insidefirstaid.com/sites/default/files/styles/related-medium/public/cpr-dummy-for-sale-for-first-aid-training.jpg?itok=V5o0D0VY"" width=""120"" height=""80"" alt=""CPR Dummy for First Aid Training"" />","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"The 5 Best CPR Dummies for CPR Training","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"<img typeof=""foaf:Image"" class=""image-style-related-medium"" src=""https://insidefirstaid.com/sites/default/files/styles/related-medium/public/field/image/which-philips-aed-is-best-for-you.jpg?itok=tnGf2Jth"" width=""120"" height=""80"" alt=""A Comparison of Philips AEDs"" />","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"Philips AEDs - A Comparison of Philips Defibrillators","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"<img typeof=""foaf:Image"" class=""image-style-related-medium"" src=""https://insidefirstaid.com/sites/default/files/styles/related-medium/public/field/image/aed-wall-cabinet-installed-on-an-airport.jpg?itok=q0M85hF9"" width=""120"" height=""80"" alt=""AED Cabinet in Airport"" />","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"Things to Consider When Storing an AED in a Wall Cabinet","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"<img typeof=""foaf:Image"" class=""image-style-related-medium"" src=""https://insidefirstaid.com/sites/default/files/styles/related-medium/public/field/image/cpr-masks-to-help-someone-with-a-sudden-cardiac-arrest.jpg?itok=cJ89s9kW"" width=""120"" height=""80"" alt=""CPR Pocket Masks for a First Aid Kit"" />","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"How to Use a CPR Mask to Perform Cardiopulmonary Resuscitation","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"Peter Oldani","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"Quora","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"Linkedin","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"here","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"About Inside First Aid","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"Scholarship Program","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"Newsletter","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"Privacy Policy","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"Sitemap","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"insidefirstaid@gmail.com","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"Facebook","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"Pinterest","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"Google+","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"Instagram","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"Tumblr","https://insidefirstaid.com/cardiac-arrest/learn-how-to-perform-cpr-or-cardiopulmonary-resuscitation","How to Perform CPR and Use an AED | Inside First Aid",,,,,
,"","https://insidefirstaid.com/first-responder-equipment/leatherman-surge-vs-leatherman-super-tool-300-multitool","Leatherman Surge vs Leatherman Super Tool 300 | Inside First Aid",,,,,
,"Home","https://insidefirstaid.com/first-responder-equipment/leatherman-surge-vs-leatherman-super-tool-300-multitool","Leatherman Surge vs Leatherman Super Tool 300 | Inside First Aid",,,,,
,"First Responder Equipment","https://insidefirstaid.com/first-responder-equipment/leatherman-surge-vs-leatherman-super-tool-300-multitool","Leatherman Surge vs Leatherman Super Tool 300 | Inside First Aid",,,,,
,"Peter Oldani","https://insidefirstaid.com/first-responder-equipment/leatherman-surge-vs-leatherman-super-tool-300-multitool","Leatherman Surge vs Leatherman Super Tool 300 | Inside First Aid",,,,,
,"Leatherman Wave","https://insidefirstaid.com/first-responder-equipment/leatherman-surge-vs-leatherman-super-tool-300-multitool","Leatherman Surge vs Leatherman Super Tool 300 | Inside First Aid",,,,,
,"Rebar","https://insidefirstaid.com/first-responder-equipment/leatherman-surge-vs-leatherman-super-tool-300-multitool","Leatherman Surge vs Leatherman Super Tool 300 | Inside First Aid",,,,,
,"the Leatherman Wave","https://insidefirstaid.com/first-responder-equipment/leatherman-surge-vs-leatherman-super-tool-300-multitool","Leatherman Surge vs Leatherman Super Tool 300 | Inside First Aid",,,,,
,"The Leatherman Surge","https://insidefirstaid.com/first-responder-equipment/leatherman-surge-vs-leatherman-super-tool-300-multitool","Leatherman Surge vs Leatherman Super Tool 300 | Inside First Aid",true,"ifa-image-20","B0014VVVCK","LEATHERMAN - Surge Heavy Duty Multitool with Premium Replaceable Wire Cutters and Spring-Action Scissors, Stainless Steel with Premium Nylon Sheath","THIRDPARTY"
,"check out the Leatherman Wave","https://insidefirstaid.com/first-responder-equipment/leatherman-surge-vs-leatherman-super-tool-300-multitool","Leatherman Surge vs Leatherman Super Tool 300 | Inside First Aid",,,,,
,"Buy a Leatherman Surge on Amazon ►","https://insidefirstaid.com/first-responder-equipment/leatherman-surge-vs-leatherman-super-tool-300-multitool","Leatherman Surge vs Leatherman Super Tool 300 | Inside First Aid",true,"button-ifa-20","B0014VVVCK","LEATHERMAN - Surge Heavy Duty Multitool with Premium Replaceable Wire Cutters and Spring-Action Scissors, Stainless Steel with Premium Nylon Sheath","THIRDPARTY"
,"Leatherman Rebar","https://insidefirstaid.com/first-responder-equipment/leatherman-surge-vs-leatherman-super-tool-300-multitool","Leatherman Surge vs Leatherman Super Tool 300 | Inside First Aid",,,,,
,"The Leatherman Super Tool 300","https://insidefirstaid.com/first-responder-equipment/leatherman-surge-vs-leatherman-super-tool-300-multitool","Leatherman Surge vs Leatherman Super Tool 300 | Inside First Aid",true,"ifa-image-20","B019EN7BPA","LEATHERMAN - Super Tool 300 Multitool with Premium Replaceable Wire Cutters and Saw, Stainless Steel with Leather Sheath (FFP)","AMAZON"
,"check out the Leatherman Rebar","https://insidefirstaid.com/first-responder-equipment/leatherman-surge-vs-leatherman-super-tool-300-multitool","Leatherman Surge vs Leatherman Super Tool 300 | Inside First Aid",,,,,
,"Buy a Leatherman Super Tool 300 on Amazon ►","https://insidefirstaid.com/first-responder-equipment/leatherman-surge-vs-leatherman-super-tool-300-multitool","Leatherman Surge vs Leatherman Super Tool 300 | Inside First Aid",true,"button-ifa-20","B019EN7BPA","LEATHERMAN - Super Tool 300 Multitool with Premium Replaceable Wire Cutters and Saw, Stainless Steel with Leather Sheath (FFP)","AMAZON"
,"Leatherman Surge User Guide","https://insidefirstaid.com/first-responder-equipment/leatherman-surge-vs-leatherman-super-tool-300-multitool","Leatherman Surge vs Leatherman Super Tool 300 | Inside First Aid",,,,,
,"Leatherman Super Tool 300 User Guide","https://insidefirstaid.com/first-responder-equipment/leatherman-surge-vs-leatherman-super-tool-300-multitool","Leatherman Surge vs Leatherman Super Tool 300 | Inside First Aid",,,,,
,"First Responder Equipment","https://insidefirstaid.com/first-responder-equipment/leatherman-surge-vs-leatherman-super-tool-300-multitool","Leatherman Surge vs Leatherman Super Tool 300 | Inside First Aid",,,,,
,"<img typeof=""foaf:Image"" class=""image-style-related4"" src=""https://insidefirstaid.com/sites/default/files/styles/related4/public/field/image/leatherman-wave-vs-leatherman-rebar-vs-wingman-vs-sidekick.jpg?itok=RIU4SRER"" width=""206"" height=""115"" alt=""Leatherman Wave vs Leatherman Rebar vs Leatherman Wingman vs Leatherman Sidekick"" title=""The Leatherman Wave vs Rebar vs Wingman vs Sidekick"" />","https://insidefirstaid.com/first-responder-equipment/leatherman-surge-vs-leatherman-super-tool-300-multitool","Leatherman Surge vs Leatherman Super Tool 300 | Inside First Aid",,,,,
,"The Best Full-Sized Leatherman Multi Tools – The Wave, Rebar, Wingman, and Sidekick","https://insidefirstaid.com/first-responder-equipment/leatherman-surge-vs-leatherman-super-tool-300-multitool","Leatherman Surge vs Leatherman Super Tool 300 | Inside First Aid",,,,,
,"<img typeof=""foaf:Image"" class=""image-style-related4"" src=""https://insidefirstaid.com/sites/default/files/styles/related4/public/leatherman-raptor-shears-with-compatible-holster-for-sale.jpg?itok=58Nvhj3m"" width=""206"" height=""115"" alt=""X Shears, Leatherman raptor shears, and Disposable Shears"" title=""X Shears, Leatherman raptor shears, and Disposable Shears"" />","https://insidefirstaid.com/first-responder-equipment/leatherman-surge-vs-leatherman-super-tool-300-multitool","Leatherman Surge vs Leatherman Super Tool 300 | Inside First Aid",,,,,
,"X Shears vs the Leatherman Raptor vs Disposable Trauma Shears","https://insidefirstaid.com/first-responder-equipment/leatherman-surge-vs-leatherman-super-tool-300-multitool","Leatherman Surge vs Leatherman Super Tool 300 | Inside First Aid",,,,,
,"Bleeding","https://insidefirstaid.com/first-responder-equipment/leatherman-surge-vs-leatherman-super-tool-300-multitool","Leatherman Surge vs Leatherman Super Tool 300 | Inside First Aid",,,,,
,"Burns","https://insidefirstaid.com/first-responder-equipment/leatherman-surge-vs-leatherman-super-tool-300-multitool","Leatherman Surge vs Leatherman Super Tool 300 | Inside First Aid",,,,,
,"Cardiac Arrest","https://insidefirstaid.com/first-responder-equipment/leatherman-surge-vs-leatherman-super-tool-300-multitool","Leatherman Surge vs Leatherman Super Tool 300 | Inside First Aid",,,,,
,"Diagnosis","https://insidefirstaid.com/first-responder-equipment/leatherman-surge-vs-leatherman-super-tool-300-multitool","Leatherman Surge vs Leatherman Super Tool 300 | Inside First Aid",,,,,
,"First Aid Kit","https://insidefirstaid.com/first-responder-equipment/leatherman-surge-vs-leatherman-super-tool-300-multitool","Leatherman Surge vs Leatherman Super Tool 300 | Inside First Aid",,,,,
,"First Responder Equipment","https://insidefirstaid.com/first-responder-equipment/leatherman-surge-vs-leatherman-super-tool-300-multitool","Leatherman Surge vs Leatherman Super Tool 300 | Inside First Aid",,,,,
,"Long Term Wound Care","https://insidefirstaid.com/first-responder-equipment/leatherman-surge-vs-leatherman-super-tool-300-multitool","Leatherman Surge vs Leatherman Super Tool 300 | Inside First Aid",,,,,
,"Mobility Products","https://insidefirstaid.com/first-responder-equipment/leatherman-surge-vs-leatherman-super-tool-300-multitool","Leatherman Surge vs Leatherman Super Tool 300 | Inside First Aid",,,,,
,"Prevention","https://insidefirstaid.com/first-responder-equipment/leatherman-surge-vs-leatherman-super-tool-300-multitool","Leatherman Surge vs Leatherman Super Tool 300 | Inside First Aid",,,,,
,"<img typeof=""foaf:Image"" class=""image-style-related-medium"" src=""https://insidefirstaid.com/sites/default/files/styles/related-medium/public/field/image/leatherman-wave-vs-leatherman-rebar-vs-wingman-vs-sidekick.jpg?itok=89yGSP0R"" width=""120"" height=""80"" alt=""Leatherman Wave vs Leatherman Rebar vs Leatherman Wingman vs Leatherman Sidekick"" title=""The Leatherman Wave vs Rebar vs Wingman vs Sidekick"" />","https://insidefirstaid.com/first-responder-equipment/leatherman-surge-vs-leatherman-super-tool-300-multitool","Leatherman Surge vs Leatherman Super Tool 300 | Inside First Aid",,,,,
,"The Best Full-Sized Leatherman Multi Tools – The Wave, Rebar, Wingman, and Sidekick","https://insidefirstaid.com/first-responder-equipment/leatherman-surge-vs-leatherman-super-tool-300-multitool","Leatherman Surge vs Leatherman Super Tool 300 | Inside First Aid",,,,,
,"<img typeof=""foaf:Image"" class=""image-style-related-medium"" src=""https://insidefirstaid.com/sites/default/files/styles/related-medium/public/leatherman-raptor-shears-with-compatible-holster-for-sale.jpg?itok=KqZ1Yv5K"" width=""120"" height=""80"" alt=""X Shears, Leatherman raptor shears, and Disposable Shears"" title=""X Shears, Leatherman raptor shears, and Disposable Shears"" />","https://insidefirstaid.com/first-responder-equipment/leatherman-surge-vs-leatherman-super-tool-300-multitool","Leatherman Surge vs Leatherman Super Tool 300 | Inside First Aid",,,,,
,"X Shears vs the Leatherman Raptor vs Disposable Trauma Shears","https://insidefirstaid.com/first-responder-equipment/leatherman-surge-vs-leatherman-super-tool-300-multitool","Leatherman Surge vs Leatherman Super Tool 300 | Inside First Aid",,,,,
,"Peter Oldani","https://insidefirstaid.com/first-responder-equipment/leatherman-surge-vs-leatherman-super-tool-300-multitool","Leatherman Surge vs Leatherman Super Tool 300 | Inside First Aid",,,,,
,"Quora","https://insidefirstaid.com/first-responder-equipment/leatherman-surge-vs-leatherman-super-tool-300-multitool","Leatherman Surge vs Leatherman Super Tool 300 | Inside First Aid",,,,,
,"Linkedin","https://insidefirstaid.com/first-responder-equipment/leatherman-surge-vs-leatherman-super-tool-300-multitool","Leatherman Surge vs Leatherman Super Tool 300 | Inside First Aid",,,,,
,"here","https://insidefirstaid.com/first-responder-equipment/leatherman-surge-vs-leatherman-super-tool-300-multitool","Leatherman Surge vs Leatherman Super Tool 300 | Inside First Aid",,,,,
